category,parameter_name,value,unit,description
root_system_parameters,po4_uptake_vmax,0.08,mg_cm2_day,Maximum phosphate uptake rate
root_system_parameters,po4_uptake_km,15.0,mg_L,Michaelis constant for phosphate uptake
root_system_parameters,k_uptake_vmax,0.10,mg_cm2_day,Maximum potassium uptake rate
root_system_parameters,k_uptake_km,30.0,mg_L,Michaelis constant for potassium uptake
root_system_parameters,ca_uptake_vmax,0.06,mg_cm2_day,Maximum calcium uptake rate
root_system_parameters,ca_uptake_km,40.0,mg_L,Michaelis constant for calcium uptake
root_system_parameters,mg_uptake_vmax,0.05,mg_cm2_day,Maximum magnesium uptake rate
root_system_parameters,mg_uptake_km,25.0,mg_L,Michaelis constant for magnesium uptake
root_system_parameters,so4_uptake_vmax,0.04,mg_cm2_day,Maximum sulfate uptake rate
root_system_parameters,so4_uptake_km,35.0,mg_L,Michaelis constant for sulfate uptake

# System-Specific Multipliers (NFT)
root_system_parameters,system_multipliers_nutrient_film_technique_root_length_multiplier,1.2,dimensionless,NFT root length multiplier
root_system_parameters,system_multipliers_nutrient_film_technique_surface_area_multiplier,1.3,dimensionless,NFT surface area multiplier
root_system_parameters,system_multipliers_nutrient_film_technique_branching_multiplier,1.1,dimensionless,NFT branching multiplier

# System-Specific Multipliers (DWC)
root_system_parameters,system_multipliers_deep_water_culture_root_length_multiplier,1.0,dimensionless,DWC root length multiplier
root_system_parameters,system_multipliers_deep_water_culture_surface_area_multiplier,1.0,dimensionless,DWC surface area multiplier
root_system_parameters,system_multipliers_deep_water_culture_branching_multiplier,1.0,dimensionless,DWC branching multiplier

# System-Specific Multipliers (Aeroponics)
root_system_parameters,system_multipliers_aeroponics_root_length_multiplier,1.5,dimensionless,Aeroponics root length multiplier
root_system_parameters,system_multipliers_aeroponics_surface_area_multiplier,1.4,dimensionless,Aeroponics surface area multiplier
root_system_parameters,system_multipliers_aeroponics_branching_multiplier,1.3,dimensionless,Aeroponics branching multiplier

# Nutrient Demand Weights
root_system_parameters,nutrient_demand_weight_no3,0.4,dimensionless,Nitrogen demand weight
root_system_parameters,nutrient_demand_weight_po4,0.2,dimensionless,Phosphate demand weight
root_system_parameters,nutrient_demand_weight_k,0.2,dimensionless,Potassium demand weight
root_system_parameters,nutrient_demand_weight_ca,0.1,dimensionless,Calcium demand weight
root_system_parameters,nutrient_demand_weight_mg,0.1,dimensionless,Magnesium demand weight

# Nutrient Reference Concentrations
root_system_parameters,nutrient_ref_concentration_no3,200.0,mg_L,Nitrogen reference concentration
root_system_parameters,nutrient_ref_concentration_po4,50.0,mg_L,Phosphate reference concentration
root_system_parameters,nutrient_ref_concentration_k,300.0,mg_L,Potassium reference concentration
root_system_parameters,nutrient_ref_concentration_ca,200.0,mg_L,Calcium reference concentration
root_system_parameters,nutrient_ref_concentration_mg,50.0,mg_L,Magnesium reference concentration

# Nutrient Competition Groups
root_system_parameters,nutrient_competition_no3,NH4,string,NO3 competition group
root_system_parameters,nutrient_competition_nh4,NO3,string,NH4 competition group
root_system_parameters,nutrient_competition_po4,,string,PO4 competition group
root_system_parameters,nutrient_competition_k,Ca-Mg,string,K competition group
root_system_parameters,nutrient_competition_ca,K-Mg,string,Ca competition group
root_system_parameters,nutrient_competition_mg,K-Ca,string,Mg competition group

# Nutrient pH Optima
root_system_parameters,ph_optimum_no3_min,5.5,pH,NO3 optimal pH minimum
root_system_parameters,ph_optimum_no3_max,6.5,pH,NO3 optimal pH maximum
root_system_parameters,ph_optimum_nh4_min,6.0,pH,NH4 optimal pH minimum
root_system_parameters,ph_optimum_nh4_max,7.0,pH,NH4 optimal pH maximum
root_system_parameters,ph_optimum_po4_min,6.0,pH,PO4 optimal pH minimum
root_system_parameters,ph_optimum_po4_max,7.0,pH,PO4 optimal pH maximum
root_system_parameters,ph_optimum_k_min,5.5,pH,K optimal pH minimum
root_system_parameters,ph_optimum_k_max,7.5,pH,K optimal pH maximum
root_system_parameters,ph_optimum_ca_min,6.0,pH,Ca optimal pH minimum
root_system_parameters,ph_optimum_ca_max,8.0,pH,Ca optimal pH maximum
root_system_parameters,ph_optimum_mg_min,6.0,pH,Mg optimal pH minimum
root_system_parameters,ph_optimum_mg_max,8.0,pH,Mg optimal pH maximum

# Missing Core Root System Parameters
root_system_parameters,root_zone_efficiency_factor,0.8,dimensionless,Root zone efficiency factor

# Temperature Stress Model Parameters
# stress_parameters,optimal_temp_min,18.0,°C,Minimum optimal temperature for temperature stress (consolidated to phenology_parameters)
# stress_parameters,optimal_temp_max,26.0,°C,Maximum optimal temperature for temperature stress (consolidated to phenology_parameters)
stress_parameters,heat_threshold_mild,28.0,°C,Mild heat stress threshold
stress_parameters,heat_threshold_severe,32.0,°C,Severe heat stress threshold
stress_parameters,heat_lethal_temperature,40.0,°C,Lethal temperature for heat stress
stress_parameters,cold_threshold_mild,15.0,°C,Mild cold stress threshold
stress_parameters,cold_threshold_severe,10.0,°C,Severe cold stress threshold
stress_parameters,frost_threshold,2.0,°C,Frost damage threshold
stress_parameters,photosynthesis_heat_sensitivity,0.8,dimensionless,Photosynthesis sensitivity to heat stress
stress_parameters,photosynthesis_cold_sensitivity,0.9,dimensionless,Photosynthesis sensitivity to cold stress
stress_parameters,respiration_heat_sensitivity,0.6,dimensionless,Respiration sensitivity to heat stress
stress_parameters,respiration_cold_sensitivity,0.7,dimensionless,Respiration sensitivity to cold stress
stress_parameters,growth_heat_sensitivity,0.9,dimensionless,Growth sensitivity to heat stress
stress_parameters,growth_cold_sensitivity,1.0,dimensionless,Growth sensitivity to cold stress
stress_parameters,development_heat_sensitivity,0.7,dimensionless,Development sensitivity to heat stress
stress_parameters,development_cold_sensitivity,0.8,dimensionless,Development sensitivity to cold stress
stress_parameters,acclimation_rate,0.1,per_day,Rate of temperature acclimation
stress_parameters,max_acclimation_days,14,days,Maximum days for temperature acclimation history
stress_parameters,acclimation_decay_rate,0.05,per_day,Rate of acclimation decay
stress_parameters,heat_damage_threshold,0.7,dimensionless,Threshold for heat damage accumulation
stress_parameters,cold_damage_threshold,0.6,dimensionless,Threshold for cold damage accumulation
stress_parameters,frost_damage_rate,0.1,per_day,Rate of frost damage accumulation
stress_parameters,recovery_rate_heat,0.02,per_day,Recovery rate from heat damage
stress_parameters,recovery_rate_cold,0.015,per_day,Recovery rate from cold damage
stress_parameters,stress_memory_duration,7,days,Duration of stress memory effect
stress_parameters,memory_effect_strength,0.2,dimensionless,Strength of stress memory effect

# Integrated Stress Model Hardcoded Constants
stress_parameters,stress_weight_water,0.25,dimensionless,Weight of water stress in overall stress calculation
stress_parameters,stress_weight_temperature,0.3,dimensionless,Weight of temperature stress in overall stress calculation
stress_parameters,stress_weight_nutrient,0.2,dimensionless,Weight of nutrient stress in overall stress calculation
stress_parameters,stress_weight_light,0.1,dimensionless,Weight of light stress in overall stress calculation
stress_parameters,stress_weight_salinity,0.1,dimensionless,Weight of salinity stress in overall stress calculation
stress_parameters,stress_weight_oxygen,0.03,dimensionless,Weight of oxygen stress in overall stress calculation
stress_parameters,stress_weight_ph,0.02,dimensionless,Weight of pH stress in overall stress calculation

# Stress Interaction Factors (hardcoded in code)
stress_parameters,water_temp_interaction_factor,1.3,dimensionless,Water-temperature stress interaction factor
stress_parameters,water_salinity_interaction_factor,1.4,dimensionless,Water-salinity stress interaction factor
stress_parameters,water_nutrient_interaction_factor,1.2,dimensionless,Water-nutrient stress interaction factor
stress_parameters,temp_light_interaction_factor,1.1,dimensionless,Temperature-light stress interaction factor
stress_parameters,nutrient_ph_interaction_factor,1.5,dimensionless,Nutrient-pH stress interaction factor
stress_parameters,nutrient_salinity_interaction_factor,1.1,dimensionless,Nutrient-salinity stress interaction factor

# Stress Onset and Damage Thresholds
stress_parameters,stress_onset_threshold_water,0.2,dimensionless,Onset threshold for water stress
stress_parameters,stress_onset_threshold_temperature,0.15,dimensionless,Onset threshold for temperature stress
stress_parameters,stress_onset_threshold_nutrient,0.25,dimensionless,Onset threshold for nutrient stress
stress_parameters,stress_onset_threshold_light,0.3,dimensionless,Onset threshold for light stress
stress_parameters,stress_onset_threshold_salinity,0.2,dimensionless,Onset threshold for salinity stress
stress_parameters,stress_onset_threshold_oxygen,0.1,dimensionless,Onset threshold for oxygen stress
stress_parameters,stress_onset_threshold_ph,0.15,dimensionless,Onset threshold for pH stress
stress_parameters,damage_threshold_water,0.6,dimensionless,Damage threshold for water stress
stress_parameters,damage_threshold_temperature,0.5,dimensionless,Damage threshold for temperature stress
stress_parameters,damage_threshold_nutrient,0.7,dimensionless,Damage threshold for nutrient stress
stress_parameters,damage_threshold_light,0.8,dimensionless,Damage threshold for light stress
stress_parameters,damage_threshold_salinity,0.6,dimensionless,Damage threshold for salinity stress
stress_parameters,damage_threshold_oxygen,0.4,dimensionless,Damage threshold for oxygen stress
stress_parameters,damage_threshold_ph,0.5,dimensionless,Damage threshold for pH stress

# UnifiedStressCalculator Hardcoded Constants
stress_parameters,root_temp_tolerance,5.0,°C,Root temperature tolerance range
stress_parameters,root_temp_stress_factor,0.1,per_°C,Root temperature stress factor
stress_parameters,vpd_stress_low_factor,0.15,per_kPa,VPD stress factor for low VPD
stress_parameters,vpd_stress_high_factor,0.25,per_kPa,VPD stress factor for high VPD
stress_parameters,optimal_vpd_min,0.5,kPa,Minimum optimal VPD
stress_parameters,optimal_vpd_max,1.2,kPa,Maximum optimal VPD
stress_parameters,optimal_ec_min,1.2,dS_m,Minimum optimal EC
stress_parameters,optimal_ec_max,2.0,dS_m,Maximum optimal EC
stress_parameters,ec_stress_high_factor,0.1,per_dS_m,EC stress factor for high EC
stress_parameters,ec_stress_low_factor,0.15,per_dS_m,EC stress factor for low EC
stress_parameters,nitrogen_stress_factor,0.3,dimensionless,Nitrogen stress factor
stress_parameters,optimal_n_min,150.0,mg_L,Minimum optimal nitrogen concentration
stress_parameters,optimal_n_max,250.0,mg_L,Maximum optimal nitrogen concentration
stress_parameters,severe_deficiency_threshold,50.0,mg_L,Severe nitrogen deficiency threshold

# Process Sensitivity Factors (hardcoded defaults)
stress_parameters,process_sensitivity_photosynthesis,0.8,dimensionless,Default photosynthesis sensitivity to stress
stress_parameters,process_sensitivity_respiration,0.8,dimensionless,Default respiration sensitivity to stress
stress_parameters,process_sensitivity_transpiration,0.8,dimensionless,Default transpiration sensitivity to stress
stress_parameters,process_sensitivity_growth,0.7,dimensionless,Default growth sensitivity to stress

# Temperature Stress Level Constants (replace hardcoded values)
stress_parameters,mild_stress_level,0.3,dimensionless,Stress level for mild temperature deviation
stress_parameters,moderate_stress_level,0.4,dimensionless,Additional stress level for moderate temperature deviation
stress_parameters,mild_cold_stress_level,0.2,dimensionless,Stress level for mild cold deviation
stress_parameters,moderate_cold_stress_level,0.3,dimensionless,Additional stress level for moderate cold deviation
stress_parameters,severe_cold_stress_level,0.3,dimensionless,Additional stress level for severe cold deviation
stress_parameters,frost_base_stress_level,0.8,dimensionless,Base stress level for frost conditions
stress_parameters,frost_additional_stress,0.2,dimensionless,Additional stress for extreme frost

# Acclimation Effect Constants
stress_parameters,heat_acclimation_reduction,0.4,dimensionless,Heat acclimation stress reduction factor
stress_parameters,cold_acclimation_reduction,0.5,dimensionless,Cold acclimation stress reduction factor

# Process Factor Weights
stress_parameters,photosynthesis_weight,0.35,dimensionless,Weight of photosynthesis in overall stress
stress_parameters,growth_weight,0.35,dimensionless,Weight of growth in overall stress
stress_parameters,development_weight,0.20,dimensionless,Weight of development in overall stress
stress_parameters,respiration_weight,0.10,dimensionless,Weight of respiration in overall stress

# Damage and Recovery Constants
stress_parameters,heat_damage_rate,0.01,per_day,Heat damage accumulation rate per day
stress_parameters,cold_damage_rate,0.008,per_day,Cold damage accumulation rate per day
stress_parameters,frost_recovery_multiplier,0.5,dimensionless,Frost damage recovery rate multiplier
stress_parameters,damage_factor_multiplier,0.5,dimensionless,Damage effect multiplier on process factors

# IntegratedStressModel Default Constants
stress_parameters,cumulative_threshold_default,0.8,dimensionless,Default cumulative stress threshold
stress_parameters,damage_accumulation_default,0.01,per_day,Default damage accumulation rate
stress_parameters,recovery_threshold_default,0.8,dimensionless,Default recovery threshold
stress_parameters,full_recovery_time_default,7.0,days,Default full recovery time
stress_parameters,acclimation_capacity_default,0.3,dimensionless,Default acclimation capacity
stress_parameters,acclimation_memory_default,7.0,days,Default acclimation memory duration

# UnifiedStressCalculator Calculation Constants
stress_parameters,chronic_stress_weight,0.8,dimensionless,Weight of chronic stress in combined calculation
stress_parameters,acute_stress_weight,0.2,dimensionless,Weight of acute stress in combined calculation
stress_parameters,acclimation_benefit_factor,0.3,dimensionless,Acclimation benefit factor
stress_parameters,interaction_penalty_factor,0.1,dimensionless,Stress interaction penalty factor
stress_parameters,recovery_bonus_factor,0.05,dimensionless,Recovery bonus factor
stress_parameters,damage_penalty_factor,0.2,dimensionless,Damage penalty factor
stress_parameters,memory_divisor,3.0,dimensionless,Memory effect time divisor for exponential weighting
stress_parameters,chronic_factor_multiplier,1.5,dimensionless,Chronic stress factor multiplier
senescence_parameters,natural_lifespan_gdd,800.0,gdd,Leaf lifespan in GDD before natural senescence
senescence_parameters,age_senescence_rate,0.02,per_day,Daily senescence rate for old leaves
senescence_parameters,water_stress_threshold,0.7,dimensionless,Water stress threshold for senescence
senescence_parameters,nitrogen_stress_threshold,0.6,dimensionless,Nitrogen stress threshold for senescence
senescence_parameters,temperature_stress_threshold,0.65,dimensionless,Temperature stress threshold for senescence
senescence_parameters,light_stress_threshold,0.5,dimensionless,Light stress threshold for senescence
senescence_parameters,water_stress_rate,0.05,per_day,Daily senescence rate under water stress
senescence_parameters,nitrogen_stress_rate,0.04,per_day,Daily senescence rate under nitrogen stress
senescence_parameters,temperature_stress_rate,0.06,per_day,Daily senescence rate under temperature stress
senescence_parameters,light_stress_rate,0.03,per_day,Daily senescence rate under light stress
senescence_parameters,early_senescence_threshold,0.15,dimensionless,Damage threshold for early senescence
senescence_parameters,active_senescence_threshold,0.35,dimensionless,Damage threshold for active senescence
senescence_parameters,late_senescence_threshold,0.65,dimensionless,Damage threshold for late senescence
senescence_parameters,death_threshold,0.9,dimensionless,Damage threshold for death
senescence_parameters,recovery_rate,0.01,per_day,Daily recovery rate under good conditions
senescence_parameters,max_recovery,0.3,dimensionless,Maximum recoverable damage fraction
senescence_parameters,reproductive_priority_factor,1.8,dimensionless,Senescence acceleration during reproduction
senescence_parameters,lower_canopy_factor,1.4,dimensionless,Senescence acceleration for shaded leaves
senescence_parameters,active_senescence_multiplier,2.5,dimensionless,Remobilization multiplier for active senescence
senescence_parameters,normal_senescence_multiplier,1.0,dimensionless,Remobilization multiplier for normal senescence
senescence_parameters,stress_history_days,7,days,Days of stress history tracked
senescence_parameters,daily_area_loss_factor,0.8,dimensionless,Daily area loss factor during senescence
senescence_parameters,daily_biomass_loss_factor,0.6,dimensionless,Daily biomass loss factor during senescence
senescence_parameters,stress_recovery_threshold,0.25,dimensionless,Stress threshold for recovery
senescence_parameters,recovery_stress_threshold,0.25,dimensionless,Stress threshold for recovery initiation
senescence_parameters,nitrogen_recovery,0.8,dimensionless,Nitrogen remobilization efficiency
senescence_parameters,phosphorus_recovery,0.7,dimensionless,Phosphorus remobilization efficiency
senescence_parameters,potassium_recovery,0.9,dimensionless,Potassium remobilization efficiency
senescence_parameters,magnesium_recovery,0.6,dimensionless,Magnesium remobilization efficiency
senescence_parameters,sulfur_recovery,0.7,dimensionless,Sulfur remobilization efficiency
senescence_parameters,calcium_recovery,0.2,dimensionless,Calcium remobilization efficiency
senescence_parameters,iron_recovery,0.5,dimensionless,Iron remobilization efficiency
senescence_parameters,manganese_recovery,0.4,dimensionless,Manganese remobilization efficiency
senescence_parameters,zinc_recovery,0.6,dimensionless,Zinc remobilization efficiency
senescence_parameters,copper_recovery,0.5,dimensionless,Copper remobilization efficiency
senescence_parameters,boron_recovery,0.3,dimensionless,Boron remobilization efficiency
senescence_parameters,molybdenum_recovery,0.4,dimensionless,Molybdenum remobilization efficiency
senescence_parameters,age_factor_base,1.0,dimensionless,Base factor for age senescence calculation
senescence_parameters,stress_intensity_denominator,1.0,dimensionless,Denominator for stress intensity calculation
senescence_parameters,reproductive_factor_adjustment,1.0,dimensionless,Adjustment factor for reproductive senescence
senescence_parameters,canopy_shading_threshold,0.5,dimensionless,Canopy position threshold for shading effects
senescence_parameters,shading_factor_multiplier,2.0,dimensionless,Multiplier for shading factor calculation
senescence_parameters,lower_canopy_adjustment,1.0,dimensionless,Adjustment factor for lower canopy senescence
senescence_parameters,recovery_rate_fraction,0.1,dimensionless,Fraction of damage used in recovery rate calculation
senescence_parameters,senescence_damage_minimum,0.0,dimensionless,Minimum senescence damage value
senescence_parameters,senescence_damage_maximum,1.0,dimensionless,Maximum senescence damage value
root_zone_temperature_parameters,optimal_rzt_offset,3.0,°C,Root zone temperature offset above air temperature
root_zone_temperature_parameters,min_effective_rzt,15.0,°C,Minimum effective root zone temperature
root_zone_temperature_parameters,max_effective_rzt,28.0,°C,Maximum effective root zone temperature
root_zone_temperature_parameters,linear_growth_slope,0.15,per_°C,Growth factor increase per °C below optimum
root_zone_temperature_parameters,rapid_decline_slope,0.25,per_°C,Growth factor decrease per °C above optimum
root_zone_temperature_parameters,base_growth_factor,1.0,dimensionless,Growth factor at optimal RZT
root_zone_temperature_parameters,nutrient_uptake_sensitivity_low,0.08,per_°C,Nutrient uptake sensitivity per °C below optimum
root_zone_temperature_parameters,nutrient_uptake_sensitivity_high,0.12,per_°C,Nutrient uptake sensitivity per °C above optimum
root_zone_temperature_parameters,photosynthesis_sensitivity_low,0.05,per_°C,Photosynthesis sensitivity per °C below optimum
root_zone_temperature_parameters,photosynthesis_sensitivity_high,0.10,per_°C,Photosynthesis sensitivity per °C above optimum
root_zone_temperature_parameters,root_metabolism_sensitivity_low,0.10,per_°C,Root metabolism sensitivity per °C below optimum
root_zone_temperature_parameters,root_metabolism_sensitivity_high,0.15,per_°C,Root metabolism sensitivity per °C above optimum
root_zone_temperature_parameters,max_nutrient_uptake_factor,1.5,dimensionless,Maximum nutrient uptake factor
root_zone_temperature_parameters,max_water_uptake_factor,1.4,dimensionless,Maximum water uptake factor
root_zone_temperature_parameters,max_photosynthesis_factor,1.3,dimensionless,Maximum photosynthesis factor
root_zone_temperature_parameters,max_root_metabolism_factor,1.6,dimensionless,Maximum root metabolism factor
root_zone_temperature_parameters,rzt_min_growth_factor,0.1,dimensionless,Minimum growth factor below effective temperature (reuses existing)
root_zone_temperature_parameters,max_growth_factor,1.8,dimensionless,Maximum growth factor
root_zone_temperature_parameters,min_nutrient_uptake_factor,0.2,dimensionless,Minimum nutrient uptake factor
root_zone_temperature_parameters,min_water_uptake_factor,0.15,dimensionless,Minimum water uptake factor
root_zone_temperature_parameters,min_photosynthesis_factor,0.3,dimensionless,Minimum photosynthesis factor
root_zone_temperature_parameters,min_root_metabolism_factor,0.1,dimensionless,Minimum root metabolism factor
root_zone_temperature_parameters,rzt_thermal_mass_factor,0.05,h_inverse,How quickly RZT responds to changes (reuses existing)
root_zone_temperature_parameters,rzt_ambient_temp_amplitude,2.5,°C,Amplitude of diurnal temperature variation
root_zone_temperature_parameters,rzt_root_respiration_heat,0.5,°C,Heat generation from root respiration
root_zone_temperature_parameters,rzt_pump_heat_generation,0.3,°C,Heat generation from circulation pumps
root_zone_temperature_parameters,rzt_ambient_exchange_factor,0.1,dimensionless,Factor for ambient temperature exchange
root_zone_temperature_parameters,rzt_thermal_response_time,4.0,h,Thermal response time constant
root_zone_temperature_parameters,rzt_heat_transfer_coefficient,2.5,W_m2_°C,Heat transfer coefficient for calculations
root_zone_temperature_parameters,base_factor_constant,1.0,dimensionless,Base constant for factor calculations
root_zone_temperature_parameters,thermal_stress_normalizer,5.0,°C,Thermal stress normalization factor
root_zone_temperature_parameters,diurnal_cycle_shift,6,h,Hour shift for diurnal temperature cycle
root_zone_temperature_parameters,diurnal_cycle_period,24,h,Period of diurnal temperature cycle
root_zone_temperature_parameters,daily_representative_hour,12,h,Representative hour for daily calculations
stress_parameters,stress_memory_duration_water,24.0,hours,Memory duration for water stress effects
stress_parameters,stress_memory_duration_temperature,24.0,hours,Memory duration for temperature stress effects
stress_parameters,stress_memory_duration_nutrient,48.0,hours,Memory duration for nutrient stress effects
stress_parameters,stress_memory_duration_light,12.0,hours,Memory duration for light stress effects
stress_parameters,cumulative_threshold_water,0.7,dimensionless,Cumulative water stress threshold
stress_parameters,cumulative_threshold_temperature,0.8,dimensionless,Cumulative temperature stress threshold
stress_parameters,cumulative_threshold_nutrient,0.6,dimensionless,Cumulative nutrient stress threshold
stress_parameters,cumulative_threshold_light,0.5,dimensionless,Cumulative light stress threshold
stress_parameters,damage_accumulation_rate_water,0.1,per_day,Water stress damage accumulation rate
stress_parameters,damage_accumulation_rate_temperature,0.15,per_day,Temperature stress damage accumulation rate
stress_parameters,recovery_rate_water,0.2,per_day,Water stress recovery rate
stress_parameters,recovery_rate_temperature,0.1,per_day,Temperature stress recovery rate
stress_parameters,recovery_threshold_water,0.3,dimensionless,Water stress recovery threshold
stress_parameters,recovery_threshold_temperature,0.4,dimensionless,Temperature stress recovery threshold
stress_parameters,full_recovery_time_water,72.0,hours,Full recovery time from water stress
stress_parameters,full_recovery_time_temperature,96.0,hours,Full recovery time from temperature stress
stress_parameters,acclimation_rate_water,0.05,per_day,Water stress acclimation rate
stress_parameters,acclimation_rate_temperature,0.03,per_day,Temperature stress acclimation rate
stress_parameters,acclimation_capacity_water,0.8,dimensionless,Water stress acclimation capacity
stress_parameters,acclimation_capacity_temperature,0.7,dimensionless,Temperature stress acclimation capacity
stress_parameters,acclimation_memory_water,168.0,hours,Water stress acclimation memory duration
stress_parameters,acclimation_memory_temperature,240.0,hours,Temperature stress acclimation memory duration
stress_parameters,stress_onset_threshold_water,0.2,dimensionless,Water stress onset threshold
stress_parameters,stress_onset_threshold_temperature,0.25,dimensionless,Temperature stress onset threshold
stress_parameters,damage_threshold_water,0.8,dimensionless,Water stress damage threshold
stress_parameters,damage_threshold_temperature,0.85,dimensionless,Temperature stress damage threshold
stress_parameters,process_sensitivity_photosynthesis_water,0.9,dimensionless,Photosynthesis sensitivity to water stress
stress_parameters,process_sensitivity_photosynthesis_temperature,0.8,dimensionless,Photosynthesis sensitivity to temperature stress
stress_parameters,process_sensitivity_growth_water,0.95,dimensionless,Growth sensitivity to water stress
stress_parameters,process_sensitivity_growth_temperature,0.85,dimensionless,Growth sensitivity to temperature stress
stress_parameters,process_sensitivity_development_water,0.7,dimensionless,Development sensitivity to water stress
stress_parameters,process_sensitivity_development_temperature,0.75,dimensionless,Development sensitivity to temperature stress
leaf_development,min_temp,4.5,°C,Minimum temperature for leaf development
# leaf_development,opt_temp_min,18.0,°C,Lower optimal temperature for leaf development (consolidated to phenology_parameters)
# leaf_development,opt_temp_max,24.0,°C,Upper optimal temperature for leaf development (consolidated to phenology_parameters)
leaf_development,max_temp,35.0,°C,Maximum temperature for leaf development
leaf_development,specific_leaf_area,800.0,cm2_g,Specific leaf area (cm²/g dry weight)

# Initial State Parameters
initial_state,initial_day,0,days,Initial simulation day
initial_state,initial_hour,6,hours,Initial simulation hour
initial_state,initial_leaf_biomass,0.01,g,Initial leaf biomass
initial_state,initial_stem_biomass,0.005,g,Initial stem biomass
initial_state,initial_root_biomass,0.005,g,Initial root biomass
# Removed static initial_total_biomass - should be calculated as sum of organ biomass values
# total_biomass = initial_leaf_biomass + initial_stem_biomass + initial_root_biomass
initial_state,initial_lai,0.001,dimensionless,Initial leaf area index
initial_state,initial_leaf_area,2.5,cm2,Initial leaf area
initial_state,initial_canopy_height,1.0,cm,Initial canopy height
# Removed static initial rate parameters - should be calculated dynamically by respective models:
# - photosynthesis_rate: calculated by PhotosynthesisModel from light, CO2, temperature, LAI
# - respiration_rate: calculated by RespirationModel from biomass and temperature
# - net_assimilation: calculated as photosynthesis_rate - respiration_rate
initial_state,initial_thermal_time,0.0,GDD,Initial thermal time
initial_state,initial_growth_stage,EMERGENCE,string,Initial growth stage
initial_state,initial_development_index,0.0,dimensionless,Initial development index
# Removed static initial stress parameters - should be calculated dynamically by UnifiedStressCalculator
# Initial stress factors should be calculated from initial environmental conditions:
# - temperature_stress: from initial_air_temperature vs optimal temperature range
# - water_stress: from initial_humidity and VPD calculations
# - nutrient_stress: from initial nutrient concentrations vs optimal levels
# - light_stress: from initial_light_intensity vs optimal light requirements
initial_state,initial_n_content,0.03,g_N_g_dry_mass,Initial nitrogen content
initial_state,initial_p_content,0.005,g_P_g_dry_mass,Initial phosphorus content
initial_state,initial_k_content,0.02,g_K_g_dry_mass,Initial potassium content
# Removed static initial water rate parameters - should be calculated dynamically by WaterUptakeModel:
# - water_uptake: calculated by WaterUptakeModel from root biomass, solution concentration, and environmental stress
# - transpiration: calculated by WaterUptakeModel from leaf area, VPD, stomatal conductance, and environmental factors
initial_state,initial_water_uptake,0.008,L_day,Initial water uptake rate
initial_state,initial_transpiration,0.006,L_day,Initial transpiration rate
initial_state,initial_root_depth,1.0,cm,Initial root depth
initial_state,initial_root_distribution,"{'zone1': 0.4, 'zone2': 0.4, 'zone3': 0.2}",dict,Initial root distribution by zone
initial_state,initial_air_temperature,20.0,°C,Initial air temperature
initial_state,initial_solution_temperature,18.0,°C,Initial solution temperature
initial_state,initial_humidity,70.0,%,Initial humidity
initial_state,initial_co2_concentration,400.0,ppm,Initial CO2 concentration
initial_state,initial_light_intensity,200.0,umol_m2_s,Initial light intensity
initial_state,initial_ph,6.0,pH,Initial pH

# Control Strategy Parameters
control_parameters,control_strategy,PID,string,Control strategy for environmental control system

# Logging and Validation Parameters
system_parameters,enable_logging,true,boolean,Enable detailed logging during simulation
system_parameters,validation_mode,false,boolean,Enable validation mode for parameter checking

# Initial Nitrogen Content Parameters
initial_nitrogen,initial_leaf_nitrogen_content,0.035,g_N_g_dry_mass,Initial nitrogen content in leaves
initial_nitrogen,initial_stem_nitrogen_content,0.020,g_N_g_dry_mass,Initial nitrogen content in stems
initial_nitrogen,initial_root_nitrogen_content,0.025,g_N_g_dry_mass,Initial nitrogen content in roots

# Initial Water Parameters
initial_water,initial_water_growth_stage,vegetative,string,Initial water growth stage

# Nutrient Mobility Classifications - Nitrogen
nutrient_mobility,mobility_classifications_nitrogen_mobility,highly_mobile,string,Mobility classification for nitrogen
nutrient_mobility,mobility_classifications_nitrogen_transport,bidirectional,string,Transport classification for nitrogen
nutrient_mobility,remobilization_efficiency_nitrogen,0.8,dimensionless,Remobilization efficiency for nitrogen
nutrient_mobility,deficiency_mobility_nitrogen,very_high,string,Deficiency mobility for nitrogen
nutrient_mobility,retranslocation_rate_nitrogen,0.05,g_g_day,Retranslocation rate for nitrogen
nutrient_mobility,xylem_transport_rates_nitrogen,0.15,g_g_day,Xylem transport rate for nitrogen
# Nutrient Mobility Classifications - N-NO3 (specific form)
nutrient_mobility,mobility_classifications_n_no3_mobility,highly_mobile,string,Mobility classification for N-NO3
nutrient_mobility,mobility_classifications_n_no3_transport,bidirectional,string,Transport classification for N-NO3
nutrient_mobility,mobility_classifications_n_no3_remobilization_efficiency,0.8,dimensionless,Remobilization efficiency for N-NO3
nutrient_mobility,mobility_classifications_n_no3_deficiency_mobility,very_high,string,Deficiency mobility for N-NO3
nutrient_mobility,mobility_classifications_n_no3_retranslocation_rate,0.05,g_g_day,Retranslocation rate for N-NO3
nutrient_mobility,xylem_transport_rates_n_no3,0.15,g_g_day,Xylem transport rate for N-NO3

# Nutrient Mobility Classifications - Phosphorus
nutrient_mobility,mobility_classifications_phosphorus_mobility,immobile,string,Mobility classification for phosphorus
nutrient_mobility,mobility_classifications_phosphorus_transport,phloem_only,string,Transport classification for phosphorus
